filename,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.39801687002182007,0.0430895930007734,1725.4038619722862,3668.080397603683,-183.9595489501953,184.1884002685547,-44.596370697021484,42.451725006103516,8.5267972946167,2.378709077835083,16.00027084350586,-13.646349906921387,11.272037506103516,-1.8143683671951294,-4.844008445739746,8.086341857910156,-6.706019878387451,4.991572856903076,1.7078710794448853,-1.4177570343017578,4.857559680938721,-5.049825668334961,0.3351932168006897,0.41066229343414307,blues
blues.00001.wav,0.5102458596229553,0.02950872788573086,1450.0672463155122,3291.0911329937644,-268.67816162109375,172.3441619873047,-12.678486824035645,45.50182342529297,6.859498023986816,9.832589149475098,18.74895477294922,-10.541038513183594,18.116613388061523,3.6667656898498535,-4.863656044006348,9.813794136047363,-4.5106706619262695,2.3447372913360596,1.2406575679779053,-1.2151050567626953,2.714902400970459,-6.3651933670043945,0.24570396542549133,0.9111580848693848,blues
blues.00002.wav,0.3717430830001831,0.03898772839327146,1492.7398219403951,2890.0039991480567,-169.1929931640625,209.0513153076172,-48.93832778930664,34.30170822143555,-1.259696364402771,-1.6341954469680786,21.70136070251465,-11.206025123596191,7.999338150024414,-2.6569628715515137,-3.0592262744903564,6.673988342285156,-9.913475036621094,2.802307605743408,-1.5814111232757568,-6.381009578704834,-1.1713523864746094,-7.1158976554870605,1.9280221462249756,-3.2688844203948975,blues
blues.00003.wav,0.48210158944129944,0.017078137084300078,996.2658545904613,1994.1444768706497,-255.86927795410156,187.66229248046875,4.703823089599609,28.990760803222656,10.636995315551758,5.68671989440918,14.288751602172852,-3.43581223487854,7.938736438751221,4.18568229675293,2.991485357284546,7.714975357055664,-1.7393205165863037,5.085046291351318,2.647127866744995,-2.407381296157837,1.0947983264923096,-1.5932910442352295,1.9846546649932861,-0.3296203315258026,blues
blues.00004.wav,0.3324071764945984,0.05198552602958237,1749.127800719574,3388.1570838167054,-229.94386291503906,186.6197509765625,-45.0706901550293,22.1790714263916,-7.491706371307373,-20.72486686706543,8.430767059326172,-18.14815902709961,-6.116184711456299,-3.5277628898620605,-8.074050903320312,0.9298128485679626,-10.90051555633545,-4.565069198608398,-1.3468127250671387,-7.73786735534668,-4.851693153381348,-7.881009101867676,-3.735988140106201,-3.0732223987579346,blues
blues.00005.wav,0.39440175890922546,0.04870690436484919,1737.4555301612095,3299.3263757975637,-235.85372924804688,170.2476043701172,-28.678760528564453,29.56017303466797,2.599994659423828,-13.555445671081543,9.796829223632812,-15.554832458496094,-4.4192633628845215,0.28224170207977295,-7.68781042098999,-0.8067448735237122,-10.082659721374512,-4.726921081542969,-2.975593090057373,-12.468664169311523,-4.868351459503174,-4.011209487915039,-5.063229560852051,-2.193528652191162,blues
blues.00006.wav,0.461532324552536,0.03712712381573859,1371.7653211304455,2643.737764646172,-241.5402374267578,170.97921752929688,-21.990013122558594,6.295932769775391,24.79913330078125,8.362866401672363,0.05394938960671425,-16.90824317932129,-6.119319438934326,0.18873268365859985,-7.016390323638916,-4.304403305053711,-6.457326412200928,-4.153892993927002,-3.015730619430542,-8.830251693725586,-6.671607494354248,-5.67675256729126,-8.294808387756348,-9.498130798339844,blues
blues.00007.wav,0.40304842591285706,0.03143843955433101,1377.8956475820532,2800.1407632141822,-237.115478515625,182.7206573486328,-24.802648544311523,20.957698822021484,21.953765869140625,7.463092803955078,9.433653831481934,-15.980478286743164,-0.46586814522743225,2.271606206893921,-11.675025939941406,-1.91682767868042,-6.420262336730957,-7.512892246246338,-1.5090956687927246,-5.438902378082275,-5.997206211090088,-7.021203994750977,-6.698218822479248,-7.646546363830566,blues
blues.00008.wav,0.40388432145118713,0.033377969716744005,1647.8754915968668,3651.9762928690543,-196.70848083496094,191.6017303466797,-47.35636520385742,53.904632568359375,7.39173698425293,4.327040672302246,18.3756160736084,-18.629444122314453,16.883909225463867,2.1062750816345215,-1.1662031412124634,17.4631404876709,-4.154686450958252,4.70536470413208,-2.765921115875244,-6.4269819259643555,6.936390399932861,-4.799614429473877,-1.2588685750961304,-3.0662026405334473,blues
blues.00009.wav,0.2948950231075287,0.04099296693735499,1735.475825401399,3773.04019087152,-271.07550048828125,167.43130493164062,-29.04867935180664,38.680999755859375,6.39560604095459,-13.871535301208496,11.042166709899902,-8.852511405944824,4.607015609741211,-2.0781219005584717,-11.026994705200195,5.1400227546691895,-5.495545387268066,0.15630985796451569,5.104209899902344,-6.257142543792725,-1.5779659748077393,-1.7015106678009033,-0.8602750897407532,-0.5960617661476135,blues
